Price,Close,High,Low,Open,Volume
Ticker,INVE-B.ST,INVE-B.ST,INVE-B.ST,INVE-B.ST,INVE-B.ST
Date,,,,,
2020-03-20,89.73233795166016,97.49827731488519,88.12558858878876,95.13278784576676,17026204
2020-03-23,85.5146255493164,90.24559746496053,84.06409045442123,84.28724969978973,12865592
2020-03-24,93.70457458496094,93.70457458496094,87.99169600393931,89.93318434543428,10219848
2020-03-25,97.18585968017578,98.03386216108012,89.84392124090513,97.07428004793677,14620496
2020-03-26,98.52481079101562,98.52481079101562,93.97236336453997,94.93194543408906,7969908
2020-03-27,97.20816802978516,97.72143156677471,94.75341634625664,97.67680380415108,9151776
2020-03-30,100.04228973388672,100.04228973388672,94.84268189750041,97.20817132570582,7613512
2020-03-31,102.006103515625,103.45663876830099,99.70755895213938,102.29620784204802,10609792
2020-04-01,98.59175872802734,100.15387355411374,96.62795995648793,99.46208529364247,8240996
2020-04-02,98.05619049072266,99.5067258731602,95.75765253189556,98.94882764914577,8870972
2020-04-03,96.80647277832031,98.61406393191537,96.07005003180498,97.9669035167535,4942340
2020-04-06,101.22504425048828,101.76062512593715,99.08271393841248,99.30587320403954,6716424
2020-04-07,105.30884552001953,106.04527510885917,103.05493580130126,103.32272961729377,9996492
2020-04-08,106.44697570800781,106.96023932378739,103.99222364765544,104.88486076051085,8534332
2020-04-09,103.25578308105469,107.58507097537374,103.25578308105469,107.58507097537374,5631700
2020-04-14,108.07603454589844,108.07603454589844,104.8848596260686,106.44697455666963,7655788
2020-04-15,105.01874542236328,108.67855579551563,104.72863430840444,108.07602309060717,6995968
2020-04-16,104.68400573730469,106.49159702781839,103.83599649951464,105.53200816481488,5659736
2020-04-17,108.4330825805664,108.63392455160023,107.04949926100437,107.13876160254384,8300540
2020-04-20,108.56697082519531,110.37456204066146,106.67011727532037,109.70508431717619,6082684
2020-04-21,106.71475219726562,108.43307427367269,106.67011762477522,107.67433421329297,5933352
2020-04-22,107.51811981201172,108.34381172953088,106.84864208762738,107.76359633967522,5001600
2020-04-23,108.70088195800781,109.23646284483344,106.62549665742289,107.78592758744546,5093916
2020-04-24,106.3800277709961,107.91982538696286,106.3800277709961,107.38424449579361,5630188
2020-04-27,107.07180786132812,108.27687328696226,106.96022823379016,107.85286525409396,5305528
2020-04-28,108.12065124511719,109.01328820070124,106.91559271713464,107.58507043382266,5537100
2020-04-29,111.06637573242188,111.11100350199317,107.45119269339173,108.12067052948764,5623860
2020-04-30,109.6158218383789,111.22256428645939,108.47770834789718,111.13330195216818,4437676
2020-05-04,103.54589080810547,106.84864494597623,103.43431118438984,106.67012027214314,7712320
2020-05-05,105.7105484008789,105.88907309188478,104.32695820960197,105.04107059418628,5580184
2020-05-06,104.17073822021484,105.7328530158667,104.01453082681768,105.71054253843857,4375944
2020-05-07,106.04527282714844,106.33537711299866,104.23768163379079,104.55010320554013,4175188
2020-05-08,107.91981506347656,108.83476935393581,106.3353830205271,106.6701218967722,5757988
2020-05-11,106.33538055419922,108.50002796115629,105.19726703930715,108.45539338791357,4359344
2020-05-12,107.13876342773438,107.94213813583592,105.26422698235093,105.48738624514135,5918744
2020-05-13,103.9029541015625,106.4246510466008,103.9029541015625,105.93370475470427,5935168
2020-05-14,99.93070983886719,103.2780986027008,99.23892160923215,103.03262887491023,8493440
2020-05-15,102.36316680908203,103.5235910055423,100.86799687465944,101.11347345034865,7463844
2020-05-18,107.04949951171875,107.1164445654601,103.92526987855949,103.99221493230085,5663656
2020-05-19,107.6743392944336,108.18760285089613,106.06758995287102,107.78591892064544,6734628
2020-05-20,107.27265167236328,108.12065407827711,106.24611778448676,107.3395967216745,2782008
2020-05-22,106.8709716796875,107.42886984758134,105.84443768870676,106.31307351179366,3754860
2020-05-25,109.88360595703125,110.19602752398984,107.4065370863607,108.23222898001069,3297700
2020-05-26,110.48613739013672,111.13329780243237,109.88360473818048,110.79855895362985,4845680
2020-05-27,109.2587661743164,111.22256477852952,109.05792421870274,110.79856358106073,5078440
2020-05-28,111.80278778076172,111.98131246228765,109.2364563247163,110.24067298142973,5261824
2020-05-29,111.80278778076172,112.69542480895144,110.3745698977142,110.8655161770505,8213356
2020-06-01,111.7581558227539,113.63269907408046,110.64235951138343,113.36490523523946,3796260
2020-06-02,112.7846908569336,113.81122483514983,111.624266768312,112.20447540748266,4616484
2020-06-03,115.95353698730469,115.95353698730469,113.1417359792396,113.40952979442656,4748868
2020-06-04,115.15018463134766,115.7750278703513,113.85586357471992,115.50723401918943,4662592
2020-06-05,117.69420623779297,117.69420623779297,115.50723446205365,115.9535530088476,4791712
2020-06-08,116.17670440673828,117.60492910788545,115.73038589019983,117.47103900114799,3660360
2020-06-09,115.2840805053711,116.71230536920365,113.90049703266952,116.35525596352637,5687980
2020-06-10,114.703857421875,117.1586092344054,114.61458827137716,115.4626043394266,4512628
2020-06-11,108.09834289550781,113.0524811326626,108.09834289550781,112.65079038327488,6589072
2020-06-12,107.78591918945312,109.97287714454744,106.38001861978962,106.89328217753219,5876716
2020-06-15,110.10678100585938,110.19604335062772,105.06338020822388,106.17917654352907,7499764
2020-06-16,114.30217742919922,114.52533669258284,111.93668787527686,112.47226874534148,7834408
2020-06-17,114.83775329589844,116.75693116353114,114.39143476210862,114.43606933959974,6336236
2020-06-18,114.38348388671875,115.47371287742419,113.74751119921818,114.9740274781454,7596440
2020-06-22,111.56705474853516,113.70209059467221,111.56705474853516,113.56581023608751,4312696
2020-06-23,112.24845886230469,113.13427086886,111.93046902222699,112.43016140105692,3844540
2020-06-24,109.54558563232422,111.88504564976229,109.40931219547969,111.65791401301145,4357728
2020-06-25,110.63582611083984,111.0219457499884,108.13737800578971,109.25032168446504,4036960
2020-06-26,110.90836334228516,113.29324526775376,110.7493753728246,111.2944898552018,3610040
2020-06-29,112.15758514404297,112.31658004208434,109.88626906634663,110.49952717992727,3577760
2020-06-30,111.68062591552734,112.56643789155537,110.95380192255152,112.27116261187449,3935828
2020-07-01,111.95317840576172,112.92984856812694,110.70395444784663,111.68062461021185,4425956
2020-07-02,114.11091613769531,114.15634523096828,112.61184616927146,112.86169231925984,3558624
2020-07-03,113.06611633300781,114.38348387241122,112.86169926371447,114.06550099445414,2502640
2020-07-06,115.70086669921875,115.70086669921875,114.33807673354713,114.7014887773612,3168020
2020-07-07,115.15575408935547,115.42831485980344,114.20179832429594,115.29203447457945,2762260
2020-07-08,114.97402954101562,116.56395089103319,114.24720557983338,114.65603972580651,2877868
2020-07-09,114.11091613769531,116.01882021955002,113.79293327930394,115.83711770947107,2585352
2020-07-10,114.97402954101562,115.15573206555769,113.52038161865111,113.7475132400822,2579548
2020-07-13,117.06365966796875,117.42706476807943,115.29202861314323,116.06427484814041,3579000
2020-07-14,116.01884460449219,116.83652686622796,115.01946672599497,116.10970281013476,3217472
2020-07-15,118.01758575439453,118.19930214318856,115.92797898189706,116.97278583389932,3429812
2020-07-16,117.06365966796875,117.69962552467044,116.3368356047314,117.65419642140262,3584964
2020-07-17,117.83589172363281,118.65357394311197,117.10906770510081,118.335584102812,3063992
2020-07-20,119.28955841064453,119.60753443764236,117.9267683614666,118.19932914390564,3002916
2020-07-21,119.3349609375,120.83402411248684,119.15324454767139,119.69836599112888,4037532
2020-07-22,120.60689544677734,120.60689544677734,119.01697403787445,120.37976381693407,3256916
2020-07-23,121.0157470703125,122.15140538340292,120.470639397839,121.06117617543941,3169608
2020-07-24,118.7444076538086,120.19805556077587,118.24471531935023,119.92549484534277,3454012
2020-07-27,119.3349609375,119.88006851794331,118.42643444041364,118.74441039658537,1978008
2020-07-28,118.7444076538086,119.78922141913316,118.01758370032496,119.28952908467478,2615988
2020-07-29,119.5621109008789,119.60752614228792,118.33559439647665,118.78985771469729,2521560
2020-07-30,116.79109954833984,119.5621085065984,115.97342420561534,119.5621085065984,3515968
2020-07-31,117.33621215820312,118.78986035401337,116.92737793532417,116.92737793532417,3345940
2020-08-03,121.19743347167969,121.4699942030912,117.0636488534945,117.47248301910444,3569084
2020-08-04,119.28955841064453,122.06056761657644,119.01699762820549,121.51544605169835,3382652
2020-08-05,120.87944793701172,121.06115045590003,119.92549238408108,119.92549238408108,2673200
2020-08-06,120.37976837158203,121.74255820220371,119.69837345627118,120.87946074874633,2200348
2020-08-07,121.19743347167969,121.65169673636066,120.06177530997724,120.28890694231772,2421384
2020-08-10,121.10659790039062,122.28768524663309,120.83403714925532,121.74256374436251,2166588
2020-08-11,123.24161529541016,124.24099999966253,121.9242546310879,122.15138625814396,4267264
2020-08-12,123.74131774902344,124.1501519384962,122.24225443328481,123.10535191395297,4006248
2020-08-13,123.19620513916016,124.15014692171025,123.05991783949948,123.3779076756928,2356792
2020-08-14,121.78797912597656,123.15076886510421,120.60689191279646,123.1053397678638,3605176
2020-08-17,123.65046691894531,123.65046691894533,121.78798475019126,121.78798475019126,2775484
2020-08-18,123.55963134765625,124.15016815815505,121.83343616080033,123.24164145706935,3735952
2020-08-19,124.92239379882812,125.37665704900569,123.1053407981179,123.60503314591605,2593260
2020-08-20,124.51356506347656,124.87697013422357,123.46875122480299,124.15014612971474,4172592
2020-08-21,124.876953125,125.4675036132948,123.65045078102703,124.92238221840928,3106852
2020-08-24,126.5123291015625,127.9205481047396,125.78550504866311,125.78550504866311,3336028
2020-08-25,126.33060455322266,128.05679924809772,126.28517545851261,127.05742847954338,2796560
2020-08-26,127.87510681152344,127.87510681152344,126.05805378400623,126.33061451073671,2658592
2020-08-27,127.42086029052734,128.42024513213013,127.28458684077071,127.87512360707112,2571644
2020-08-28,125.42208862304688,128.0113808823752,125.14952789495587,127.87510744983693,2962068
2020-08-31,125.24038696289062,127.01201091327998,124.8769680352373,125.83092365868221,4269288
2020-09-01,126.01261901855469,126.42145315875669,124.83153183118262,125.83091649657756,3234456
2020-09-02,127.51171875,128.9199239436442,126.5123339064303,126.5123339064303,3664488
2020-09-03,125.8309326171875,129.60131241755042,125.37666932254062,129.10163388385132,4444028
2020-09-04,124.74069213867188,127.32998436487856,124.10472635660432,125.2857997248665,3375512
2020-09-07,127.55712127685547,127.60255037667427,125.55836565196175,125.55836565196175,2581728
2020-09-08,126.60317993164062,127.73883811594663,126.01262935799252,127.73883811594663,3427392
2020-09-09,130.05555725097656,130.41897615291657,126.28517798581417,126.28517798581417,3695880
2020-09-10,129.19247436523438,130.1464300280957,128.5110794436213,130.05557182667457,3324232
2020-09-11,128.96534729003906,129.64674223577333,128.42023965126103,129.19247893861714,3748780
2020-09-14,129.28334045410156,130.1918670716806,128.64737459439945,129.46504300501417,2425672
2020-09-15,129.9192657470703,130.55523140819489,128.5564762462269,129.2378709966486,3559060
2020-09-16,132.05435180664062,132.0997670479309,129.69217701286357,129.91930867137998,3559884
2020-09-17,130.78237915039062,131.55463217482173,130.05555522086962,130.69153482358388,3296444
2020-09-18,132.7811279296875,133.05368862252587,130.8278017132024,130.8278017132024,6726032
2020-09-21,127.92052459716797,132.41772766996021,127.92052459716797,132.41772766996021,5985048
2020-09-22,128.3748016357422,130.46441543017966,127.7842510726323,128.4656459710566,3962212
2020-09-23,128.96534729003906,130.96410302492316,128.9199181877203,129.1470498362984,3077816
2020-09-24,128.55648803710938,129.78300424556613,126.92113771350468,127.9205223176556,3785984
2020-09-25,130.10101318359375,130.50984740247293,128.46566244506062,128.78365231697578,2880652
2020-09-28,133.8713836669922,134.09851528918728,131.00951690952562,131.55463834799946,4426288
2020-09-29,133.6442413330078,134.32563614497823,132.96284652103736,133.6442413330078,2962596
2020-09-30,133.3262481689453,134.09850114817831,132.46315086822247,133.0991165707018,3768060
2020-10-01,131.5092010498047,133.59881461629024,131.5092010498047,133.2808248198419,3783716
2020-10-02,130.2826690673828,130.96406380908044,128.23848484228992,130.96406380908044,4131280
2020-10-05,131.69091796875,132.19061033367956,130.46441546902983,131.00952307012278,3224760
2020-10-06,130.10101318359375,132.00892468905184,129.55590551276035,131.7363639221269,3774876
2020-10-07,129.46502685546875,131.0549482379043,128.91990540771369,129.60130028590038,2755572
2020-10-08,129.01077270507812,130.10100181448982,127.82968539362577,129.78302583337802,3117700
2020-10-09,128.55648803710938,129.73757515210238,128.1930830154252,129.01075124572105,2319632
2020-10-12,129.8284454345703,130.23729349447834,128.32938209162663,128.55651374134632,3086332
2020-10-13,128.51107788085938,129.96472590782952,127.82968296753242,129.96472590782952,2902724
2020-10-14,128.73818969726562,129.4195845056806,127.82966328604566,128.37478467798277,2496748
2020-10-15,126.46688079833984,127.37540726077478,125.6037834316294,127.37540726077478,3604708
2020-10-16,128.919921875,129.51047249600296,126.78489263511065,126.92116608294884,3717076
2020-10-19,128.78363037109375,130.14642011047042,128.5110696506156,128.91990379982576,2138716
2020-10-20,128.73818969726562,131.10036391164266,128.5564871876242,129.23788199603916,3278768
2020-10-21,126.55774688720703,129.69216060559756,126.01262543052411,129.46502897581544,3647556
2020-10-22,127.82967376708984,128.01137629162946,124.7861183577627,126.28518151398208,3162256
2020-10-23,128.4656524658203,129.2833347030774,127.78425753294712,128.28394992299053,2052940
2020-10-26,125.05868530273438,127.87512340608556,124.92241185319193,127.37543098606955,3191516
2020-10-27,124.37726593017578,125.60378218751971,123.46873947673983,125.14951896080174,3232180
2020-10-28,121.65171813964844,123.01450817345936,120.37978631996508,122.6511030429833,5493888
2020-10-29,121.60627746582031,123.46874569881022,120.97029782595486,120.97029782595486,4127944
2020-10-30,121.37916564941406,121.7425707632021,120.24350734005583,120.92490232567077,2471172
2020-11-02,123.0145034790039,123.69589846990611,121.33373748592176,122.28769324578816,4481352
2020-11-03,125.69464874267578,125.83092217455436,123.55960588981512,123.65046408641047,4151880
2020-11-04,128.73818969726562,129.14702380971204,123.83215262188298,124.92238154274436,4412524
2020-11-05,130.2373046875,131.82722637218095,129.78304134901973,129.91931480535706,3903312
2020-11-06,130.5098419189453,131.41836852851128,129.2379102107593,130.1010077172438,2828896
2020-11-09,134.73448181152344,136.23354498118104,132.05433142724956,132.87199972651476,6436436
2020-11-10,133.91677856445312,135.5975578586597,133.32624198163023,135.00702127583682,4526100
2020-11-11,135.87013244628906,136.23353747861282,133.87137704248178,133.9167922742622,3767672
2020-11-12,134.7799072265625,135.82470712074738,134.18935670388143,134.91618065171227,3663092
2020-11-13,134.9616241455078,135.27960012578362,133.91681027684817,134.68906340311767,3785212
2020-11-16,134.91619873046875,135.64302277569394,134.23480378738557,135.37046202585753,3461736
2020-11-17,135.4158935546875,135.9155859611729,134.23480619290814,134.8253429422899,4014080
2020-11-18,136.36981201171875,137.3237535981235,134.37104293179323,135.14329588203827,3533676
2020-11-19,135.82472229003906,136.23355647416187,134.91619571953714,134.91619571953714,3382004
2020-11-20,136.05186462402344,136.73325960544594,135.46132785199717,135.5067430936789,2965060
2020-11-23,134.9616241455078,137.0966532576975,134.9616241455078,136.18812669174056,2687052
2020-11-24,135.59756469726562,136.14268608044964,134.05307259559444,135.82469629642353,2777972
2020-11-25,135.14332580566406,136.59697384693104,134.8253359644447,136.142710566912,3179792
2020-11-26,135.779296875,136.1881310702217,135.05247282626382,135.64302343093132,1791056
2020-11-27,135.14332580566406,136.142710566912,134.73449162624996,135.188754906269,2380036
2020-11-30,134.82534790039062,135.27961122062513,133.4171426980768,134.68907444952683,5799508
2020-12-01,134.50730895996094,135.09784545475551,133.1445196368874,134.96157206765213,3007316
2020-12-02,135.0070343017578,135.41586842646637,133.82594715914493,134.3710547044186,2471168
2020-12-03,133.96224975585938,135.3250397103707,133.82597630561477,135.00706370546115,2113336
2020-12-04,134.32565307617188,134.77991634141017,133.64425817831443,134.14393667966482,1590684
2020-12-07,134.18936157226562,134.6890539209665,133.0991325424728,134.4164931977647,2498968
2020-12-08,135.779296875,135.779296875,133.50798038708425,134.18937533345897,3427252
2020-12-09,134.5982208251953,136.14272725701738,134.4619473696895,135.91559558916316,2568888
2020-12-10,133.8713836669922,135.2795886341905,132.32687754565433,134.59819376760524,3656924
2020-12-11,133.00823974609375,133.55336105068858,131.64545034761733,133.4170876560452,3372852
2020-12-14,133.37167358398438,134.59817586287573,133.05368381000577,134.00763926892938,2951176
2020-12-15,133.55340576171875,134.7344930750717,132.5994500908177,133.32627411926686,3037264
2020-12-16,133.46253967285156,134.6436269164107,132.32688152770132,134.05309022613835,3299752
2020-12-17,134.87074279785156,135.3704350959762,133.780513878406,133.9167872947069,3466336
2020-12-18,133.91677856445312,135.87011853650563,133.8713633373221,134.87073400540788,4623980
2020-12-21,130.87327575683594,133.09916343068417,130.3281541839265,133.09916343068417,3924332
2020-12-22,132.0089111328125,132.3723162093827,131.10038457837197,131.10038457837197,2414684
2020-12-23,132.64486694335938,132.87199856483772,131.7817695543444,132.37230622498254,1846416
2020-12-28,135.097900390625,135.3704611386751,133.0991446766168,133.5079788671842,2080372
2020-12-29,136.59695434570312,137.27834916845254,135.3704381195489,135.59756972713205,2572436
2020-12-30,136.09725952148438,137.0512150283081,136.09725952148438,136.73322523836256,2704920
2021-01-04,138.55030822753906,139.45883483886718,136.91495755454525,136.91495755454525,3109640
2021-01-05,136.32440185546875,138.64114716496798,136.32440185546875,138.05059663187225,1778668
2021-01-07,138.8682861328125,139.14083300233713,136.77867233403032,138.5048672017551,4379888
2021-01-08,141.04873657226562,142.13896557993155,138.86827855693377,139.27711270193174,3682516
2021-01-11,139.41339111328125,142.0935415629876,139.32254677948623,141.0487416147508,3057460
2021-01-12,139.86767578125,141.41216832233002,139.32256810599526,139.4588415590548,2836224
2021-01-13,139.7768096923828,140.094785654402,139.04998570874488,139.9130831242461,3232372
2021-01-14,141.04873657226562,141.3212972899356,139.41338612925975,139.8676493710384,2491432
2021-01-15,140.63992309570312,141.73015226358908,140.2765041310638,140.86705474997171,4273176
2021-01-18,141.32130432128906,141.59386505252013,139.9585145281484,140.36734869348768,2177024
2021-01-19,140.82159423828125,142.45694455687678,140.63989172799572,142.09352567329282,3298088
2021-01-20,141.7301483154297,142.09355340692966,141.1850268151641,141.2758850195469,5689192
2021-01-21,142.45697021484375,144.18316516798106,141.32131199224938,142.18440946881802,6762164
2021-01-22,141.957275390625,142.77494375166893,141.04874882812499,142.63867031249998,5379300
2021-01-25,141.63926696777344,143.5017489491741,140.59446710316527,143.0929148222845,4568332
2021-01-26,144.6374053955078,145.18252680064316,141.6392653932898,141.6392653932898,4214436
2021-01-27,143.2292022705078,144.81912370201746,142.45696303586908,144.68285026737968,4547888
2021-01-28,141.32130432128906,142.63866501538877,139.04998799938798,142.41153338319867,5145848
2021-01-29,139.5496826171875,140.91247243234358,138.59572697397527,139.59509785394746,4846028
2021-02-01,144.09231567382812,144.18316001057696,139.91308801896477,140.1402196553592,3309780
2021-02-02,145.86392211914062,146.54531694635895,144.31942995004837,144.68283497935954,3894608
2021-02-03,145.1370849609375,146.90870857752964,144.8190951920311,146.4544454008131,2672616
2021-02-04,145.63677978515625,146.72700865581683,144.72825341577038,145.22794569153504,3838044
2021-02-05,144.45571899414062,146.36363026191063,144.45571899414062,145.8639378953028,2757056
2021-02-08,144.2740020751953,145.86392335214452,144.2285729803941,145.45508922496026,2408816
2021-02-09,144.77371215820312,144.90998559631652,143.32006412425662,144.50115141896126,2138900
2021-02-10,144.4102783203125,145.45509206911692,143.59261004995568,144.95539974255945,2877304
2021-02-11,147.2267303466797,147.2721594468279,144.86455576912195,144.90998486927018,2920828
2021-02-12,147.81729125976562,148.31698371717425,146.4090721027112,147.18132534261704,2631976
2021-02-15,147.81729125976562,149.04380784949433,147.6355886924399,148.58954449967146,2150104
2021-02-16,146.63616943359375,147.90811483300266,146.63616943359375,147.8172566391113,2608036
2021-02-17,144.04689025878906,146.59076742408413,143.36549533217513,146.31820668083552,4222316
2021-02-18,143.32005310058594,144.77370102272297,142.50238480876757,143.95601886789063,3274336
2021-02-19,144.00144958496094,144.046878682354,142.91122056259877,143.45632814227278,3108520
2021-02-22,142.77491760253906,144.04686287489224,141.9572493912505,144.00143378248453,3167056
2021-02-23,142.59323120117188,143.4109133678265,140.36734405191586,143.22919697767156,3390156
2021-02-24,143.63804626464844,143.86517789133953,141.95726668192867,142.54780336611978,3023496
2021-02-25,143.86520385742188,144.7283014220247,142.86581897439743,144.2286089805125,2738040
2021-02-26,141.9118194580078,143.4108963205049,140.8215905617452,141.3667119413828,2503620
2021-03-01,145.9547882080078,146.18191985094776,142.86580340923058,143.09293505217053,2700116
2021-03-02,146.99960327148438,147.2721640178184,145.36425265649572,145.95478938770654,2730152
2021-03-03,146.4998779296875,147.8626674918241,145.22794655023156,147.40840430444524,2288768
2021-03-04,147.54470825195312,147.81726899339327,145.27339184497714,145.50052348567473,2680736
2021-03-05,146.0001983642578,147.5446905632336,145.86392494138278,146.9541539134237,2533792
2021-03-08,150.40660095214844,150.58830352316264,146.5907915087804,147.04505486782463,4036564
2021-03-09,151.26968383789062,151.3605420460628,148.68037739816168,150.22488375899155,3995564
2021-03-10,152.3599395751953,152.76877385719212,150.45204163820398,151.26971020219761,3252368
2021-03-11,155.2671661376953,155.4488825197187,152.58701585901332,152.63244495451917,3690400
2021-03-12,155.17633056640625,155.17633056640625,153.08671682234117,154.76749640981,4052116
2021-03-15,153.85897827148438,155.85773392815688,153.49555933017066,155.13090990854457,2948540
2021-03-16,155.58517456054688,155.7668771012992,154.2223847103815,154.2223847103815,3867996
2021-03-17,155.2671661376953,155.67601413423435,154.4494978706444,155.58515594322267,3831200
2021-03-18,153.9043731689453,155.8577133299376,153.76809974834708,155.6760108148022,4557396
2021-03-19,152.90501403808594,154.76749615171224,152.7687267441049,153.90438487887528,7126312
2021-03-22,154.4495086669922,155.04004536080723,151.72392910228055,152.58702652516965,3257320
2021-03-23,154.76748657226562,155.2217497980568,153.3138387045284,154.31322334647442,3323484
2021-03-24,155.44891357421875,156.17572379545504,153.6772755366603,153.90440719655072,3417948
2021-03-25,155.85772705078125,156.72082447091674,154.81291323649978,155.22176126031377,3898884
2021-03-26,157.62936401367188,157.94735386668668,155.53975007546964,156.26657412306375,3336400
2021-03-29,155.58517456054688,158.53788590257184,155.49431635866307,157.62935933579493,4345116
2021-03-30,158.21987915039062,158.3561664386516,156.5391134992821,156.72081602061633,2967356
2021-03-31,158.17445373535156,159.26468265619056,157.7656057599007,158.21986896550135,4355396
2021-04-01,159.809814453125,159.96880937183207,158.17447775503786,159.01485372260458,1924260
2021-04-06,161.0590362548828,161.60415772213105,159.80981226686913,161.26346027085458,4104244
2021-04-07,161.17262268066406,161.4679049332724,159.4237199642295,161.21805178591276,3215044
2021-04-08,160.69561767578125,162.42181240525557,160.4457784443883,161.17258852226362,3897440
2021-04-09,162.33096313476562,162.39909984461528,160.1277837628724,160.80917858739525,3235100
2021-04-12,161.89944458007812,162.3991370050045,161.3543369135355,162.3310002795637,2592152
2021-04-13,163.8073272705078,163.98902979407575,161.21802125486946,161.94484521215512,4069320
2021-04-14,162.60354614257812,164.0799017982324,162.14928286391526,164.0799017982324,4161172
